PyGithub/github/AccessToken.py:AccessToken:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Hook.py:Hook:test_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:ping_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:edit, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Hook.py:Hook:edit, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Hook.py:Hook:edit, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/Hook.py:Hook:test, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:ping, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeDictAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDictAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeListOfStringsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfStringsAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Hook.py:Hook:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/HookDescription.py:HookDescription:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/HookDescription.py:HookDescription:_useAttributes, method, self._makeListOfStringsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfStringsAttribute
PyGithub/github/HookDescription.py:HookDescription:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/HookDescription.py:HookDescription:_useAttributes, method, self._makeListOfListOfStringsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfListOfStringsAttribute
PyGithub/github/HookResponse.py:HookResponse:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/HookResponse.py:HookResponse:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/HookResponse.py:HookResponse:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/InputFileContent.py:InputFileContent:__init__, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/InputGitAuthor.py:InputGitAuthor:__init__, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/InputGitAuthor.py:InputGitAuthor:__repr__, method, f'InputGitAuthor, , , f'InputGitAuthor
PyGithub/github/InputGitTreeElement.py:InputGitTreeElement:__init__, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Installation.py:Installation:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Installation.py:Installation:get_repos, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Installation.py:Installation:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Installation.py:Installation:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/InstallationAuthorization.py:InstallationAuthorization:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/InstallationAuthorization.py:InstallationAuthorization:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/InstallationAuthorization.py:InstallationAuthorization:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/InstallationAuthorization.py:InstallationAuthorization:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Invitation.py:Invitation:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Invitation.py:Invitation:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:permissions, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:invitee, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:inviter, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:repository, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Invitation.py:Invitation:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Invitation.py:Invitation:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Invitation.py:Invitation:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Invitation.py:Invitation:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Issue.py:Issue:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Issue.py:Issue:assignee, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:assignees, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:body, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:closed_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:closed_by, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:comments, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:comments_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:events_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:labels, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:labels_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:milestone, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:number, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:pull_request, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:repository, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:state, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:title, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:user, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:locked, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:active_lock_reason, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:add_to_assignees, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Issue.py:Issue:add_to_assignees, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:add_to_assignees, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/Issue.py:Issue:add_to_labels, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Issue.py:Issue:add_to_labels, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:create_comment, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:edit, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:edit, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Issue.py:Issue:edit, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Issue.py:Issue:edit, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/Issue.py:Issue:lock, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Issue.py:Issue:get_comment, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:get_comment, method, get_comments, , , get_comments
PyGithub/github/Issue.py:Issue:get_comment, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Issue.py:Issue:get_comment, method, since.strftime, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: since:strftime
PyGithub/github/Issue.py:Issue:get_comments, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:get_comments, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Issue.py:Issue:get_comments, method, since.strftime, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: since:strftime
PyGithub/github/Issue.py:Issue:remove_from_assignees, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Issue.py:Issue:remove_from_assignees, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:remove_from_assignees, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/Issue.py:Issue:remove_from_labels, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:set_labels, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/Issue.py:Issue:set_labels, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:create_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:delete_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Issue.py:Issue:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/IssueComment.py:IssueComment:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/IssueComment.py:IssueComment:body, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:issue_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:user, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueComment.py:IssueComment:edit, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/IssueComment.py:IssueComment:edit, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/IssueComment.py:IssueComment:create_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/IssueComment.py:IssueComment:delete_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/IssueComment.py:IssueComment:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/IssueComment.py:IssueComment:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/IssueComment.py:IssueComment:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/IssueComment.py:IssueComment:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/IssueEvent.py:IssueEvent:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/IssueEvent.py:IssueEvent:actor, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:commit_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:event, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:issue, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:node_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:commit_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:label, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:assignee, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:assigner, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:review_requester, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:requested_reviewer, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:milestone, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:rename, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:dismissed_review, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/IssueEvent.py:IssueEvent:lock_reason, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
